Date,Rank,Coin,Symbol,Market Cap,Price,Circulating Supply,Volume,%1h,%24h,%7d
2013-July-21,5,NVCNovacoin,NVC,$1.20M$1204790,$3.85 ,312791 NVC,,0.64%,1.91%,-2.97%
2013-July-21,6,XPMPrimecoin,XPM,$1.17M$1168855,$1.04 ,1119905 XPM,,0.17%,16.19%,569.85%
2013-July-21,7,FTCFeathercoin,FTC,$882015.91$882016,$0.08 ,10919550 FTC,,0.48%,0.82%,-2.72%
2013-July-21,8,TRCTerracoin,TRC,$487870.61$487871,$0.15 ,3257910 TRC,,0.54%,-1.59%,-6.02%
2013-July-21,9,DVCDevcoin,DVC,$254344.99$254345,$0.00 ,4916620288 DVC,,2.34%,3.96%,-25.99%
2013-July-21,10,FRCFreicoin,FRC,$244976.19$244976,$0.01 ,22717088 FRC,,0.54%,-0.18%,-6.58%
2013-July-21,11,DGCDigitalcoin,DGC,$170031.29$170031,$0.03 ,5345141 DGC,,-1.53%,-11.50%,-43.56%
2013-July-21,12,MECMegacoin,MEC,$161426.39$161426,$0.01 ,13101500 MEC,,12.28%,40.52%,151.36%
2013-July-21,13,WDCWorldCoin,WDC,$145792.15$145792,$0.01 ,12356888 WDC,,1.52%,12.70%,18.42%
2013-July-21,14,PXCPhoenixcoin,PXC,$126115.75$126116,$0.04 ,3414150 PXC,,-4.76%,-0.86%,49.74%
2013-July-21,15,YACYacoin,YAC,$81633.98$81634,$0.02 ,4612695 YAC,,-1.93%,5.66%,-19.87%
2013-July-21,16,BQCBBQCoin,BQC,$77919.22$77919,$0.00 ,21094464 BQC,,0.54%,0.08%,-13.24%
2013-July-21,17,CNCCHNCoin,CNC,$62014.01$62014,$0.01 ,5256114 CNC,,0.54%,0.81%,26.21%
2013-July-21,18,FSTFastcoin,FST,$55913.27$55913,$0.00 ,12333824 FST,,-0.71%,-6.79%,142.37%
2013-July-21,19,IXCIxcoin,IXC,$55740.50$55740,$0.00 ,14276402 IXC *,,0.59%,13.68%,8.26%
2013-July-21,20,MNCMincoin,MNC,$46706.59$46707,$0.04 ,1200783 MNC,,0.48%,18.60%,71.54%
2013-July-21,,Franko,,,,,,,,
2013-July-21,,Argentum,,,,,,,,
2013-July-21,,Bottlecaps,,,,,,,,
2013-July-21,,Luckycoin,,,,,,,,
2013-July-21,,Infinitecoin,,,,,,,,
2013-July-21,,BitBar,,,,,,,,
2013-July-21,,Anoncoin,,,,,,,,
2013-July-21,,GoldCoin,,,,,,,,
2013-July-21,,Bitgem,,,,,,,,
2013-July-21,,Bytecoin,,,,,,,,
2013-July-21,,CraftCoin,,,,,,,,
2013-July-21,,Krugercoin,,,,,,,,
2013-July-21,,Noirbits,,,,,,,,
2013-July-21,,AlphaCoin,,,,,,,,
2013-July-21,,StableCoin,,,,,,,,
2013-July-21,,Memecoin,,,,,,,,
2013-July-21,,NanoToken,,,,,,,,
2013-July-21,,Nibble,,,,,,,,
2013-July-21,,EZCoin,,,,,,,,
2013-July-21,,Hypercoin,,,,,,,,
2013-July-21,,Elacoin,,,,,,,,
2013-July-21,,Doubloons,,,,,,,,
2013-July-28,1,BTCBitcoin,BTC,$1.14B$1144602625,$99.76 ,11474025 BTC,,-0.07%,5.77%,10.61%
2013-July-28,2,LTCLitecoin,LTC,$59.09M$59091798,$2.98 ,19844180 LTC,,-0.30%,3.33%,3.06%
2013-July-28,3,NMCNamecoin,NMC,$3.76M$3755532,$0.61 ,6121493 NMC,,-0.04%,1.83%,25.53%
2013-July-28,4,PPCPeercoin,PPC,$2.72M$2721122,$0.14 ,19766366 PPC,,-0.04%,3.17%,-1.64%
2013-July-28,5,NVCNovacoin,NVC,$1.98M$1976020,$6.01 ,328773 NVC,,0.70%,-0.96%,58.21%
2013-July-28,6,FTCFeathercoin,FTC,$1.01M$1013854,$0.09 ,11546500 FTC,,-0.04%,1.98%,9.25%
2013-July-28,7,XPMPrimecoin,XPM,$904374.13$904374,$0.72 ,1250464 XPM,,-0.04%,-1.23%,-27.15%
2013-July-28,8,TRCTerracoin,TRC,$461230.76$461231,$0.13 ,3500890 TRC,,-0.04%,-1.62%,-11.41%
2013-July-28,9,DVCDevcoin,DVC,$267289.84$267290,$0.00 ,4961920000 DVC,,-0.04%,-3.67%,5.61%
2013-July-28,10,FRCFreicoin,FRC,$208635.46$208635,$0.01 ,22983058 FRC,,-0.04%,-1.72%,-15.28%
2013-July-28,11,DGCDigitalcoin,DGC,$177525.47$177525,$0.03 ,5931793 DGC,,-0.59%,8.46%,-12.44%
2013-July-28,12,MECMegacoin,MEC,$153304.26$153304,$0.01 ,15371000 MEC,,1.21%,-23.18%,-27.68%
2013-July-28,13,WDCWorldCoin,WDC,$108739.11$108739,$0.01 ,13622232 WDC,,-2.98%,-8.95%,-30.97%
2013-July-28,14,PXCPhoenixcoin,PXC,$94141.07$94141,$0.03 ,3467750 PXC,,-4.21%,2.24%,-30.85%
2013-July-28,15,YACYacoin,YAC,$84116.05$84116,$0.02 ,4874093 YAC,,-3.93%,15.06%,-1.43%
2013-July-28,16,FSTFastcoin,FST,$72306.80$72307,$0.01 ,13939168 FST,,-3.40%,-30.28%,13.36%
2013-July-28,17,BQCBBQCoin,BQC,$64771.61$64772,$0.00 ,21500016 BQC,,-0.04%,-2.91%,-18.33%
2013-July-28,18,IXCIxcoin,IXC,$56788.95$56789,$0.00 ,14390258 IXC *,,-0.07%,8.23%,0.82%
2013-July-28,19,IFCInfinitecoin,IFC,$48077.50$48077,$0.00 ,62102962176 IFC,,5.44%,52.45%,90.21%
2013-July-28,20,FRKFranko,FRK,$46265.64$46266,$1.05 ,44170 FRK,,16.62%,-10.28%,-5.63%
2013-July-28,,CHNCoin,,,,,,,,
2013-July-28,,Mincoin,,,,,,,,
2013-July-28,,Anoncoin,,,,,,,,
2013-July-28,,Luckycoin,,,,,,,,
2013-July-28,,GoldCoin,,,,,,,,
2013-July-28,,Bottlecaps,,,,,,,,
2013-July-28,,BitBar,,,,,,,,
2013-July-28,,Bytecoin,,,,,,,,
2013-July-28,,Argentum,,,,,,,,
2013-July-28,,Krugercoin,,,,,,,,
2013-July-28,,Bitgem,,,,,,,,
2013-July-28,,AlphaCoin,,,,,,,,
2013-July-28,,CraftCoin,,,,,,,,
2013-July-28,,XenCoin,,,,,,,,
2013-July-28,,StableCoin,,,,,,,,
2013-July-28,,CasinoCoin,,,,,,,,
2013-July-28,,Memecoin,,,,,,,,
2013-July-28,,Noirbits,,,,,,,,
2013-July-28,,Elacoin,,,,,,,,
2013-July-28,,Nibble,,,,,,,,
2013-July-28,,Hypercoin,,,,,,,,
2013-July-28,,Doubloons,,,,,,,,
2013-July-28,,NanoToken,,,,,,,,
2013-July-28,,Spots,,,,,,,,
2013-July-28,,Junkcoin,,,,,,,,
2013-July-28,,EZCoin,,,,,,,,
2013-July-28,,Lebowskis,,,,,,,,
2013-August-4,1,BTCBitcoin,BTC,$1.21B$1209792869,$105.14 ,11506100 BTC,,-0.05%,0.57%,6.11%
2013-August-4,2,LTCLitecoin,LTC,$60.29M$60288261,$3.01 ,20034580 LTC,,0.31%,0.68%,0.96%
2013-August-4,3,XRPXRP,XRP,$45.98M$45983543,$0.01 ,7817889792 XRP *,,-0.05%,0.00%,0.00%
2013-August-4,4,NMCNamecoin,NMC,$3.84M$3844310,$0.62 ,6186543 NMC,,0.00%,-0.27%,3.32%
2013-August-4,5,PPCPeercoin,PPC,$3.19M$3194186,$0.16 ,19855732 PPC,,0.00%,-2.16%,17.64%
2013-August-4,6,FTCFeathercoin,FTC,$2.07M$2066054,$0.17 ,12436600 FTC,,-4.87%,-14.74%,90.42%
2013-August-4,7,NVCNovacoin,NVC,$1.86M$1855987,$5.46 ,340114 NVC,,-0.38%,-0.37%,-8.16%
2013-August-4,8,XPMPrimecoin,XPM,$889983.29$889983,$0.65 ,1371864 XPM,,-0.08%,1.21%,-9.84%
2013-August-4,9,TRCTerracoin,TRC,$596396.30$596396,$0.17 ,3523110 TRC,,-3.11%,-3.88%,29.23%
2013-August-4,10,DVCDevcoin,DVC,$321340.28$321340,$0.00 ,5010169856 DVC,,0.00%,0.58%,14.38%
2013-August-4,11,DGCDigitalcoin,DGC,$227201.16$227201,$0.04 ,6438044 DGC,,-0.15%,2.47%,19.89%
2013-August-4,12,FRCFreicoin,FRC,$158973.60$158974,$0.01 ,23261020 FRC,,-0.05%,-8.18%,-24.20%
2013-August-4,13,WDCWorldCoin,WDC,$123167.02$123167,$0.01 ,14606197 WDC,,-0.08%,-0.38%,0.24%
2013-August-4,14,MECMegacoin,MEC,$116160.07$116160,$0.01 ,15780250 MEC,,2.97%,-2.49%,-17.98%
2013-August-4,15,YACYacoin,YAC,$106721.68$106722,$0.02 ,5178616 YAC,,0.35%,15.28%,22.82%
2013-August-4,16,MNCMincoin,MNC,$90902.20$90902,$0.07 ,1235075 MNC,,-19.85%,95.55%,188.13%
2013-August-4,17,PXCPhoenixcoin,PXC,$80723.76$80724,$0.02 ,3472400 PXC,,-0.13%,2.76%,-13.09%
2013-August-4,18,FSTFastcoin,FST,$63341.24$63341,$0.00 ,15542464 FST,,-0.71%,-7.71%,-21.59%
2013-August-4,19,BQCBBQCoin,BQC,$63307.39$63307,$0.00 ,21894690 BQC,,-0.08%,5.94%,-10.70%
2013-August-4,20,CBXBullion,CBX,$61609.39$61609,$0.11 ,549336 CBX,,6.59%,0.00%,0.00%
2013-August-4,,Ixcoin,,,,,,,,
2013-August-4,,Infinitecoin,,,,,,,,
2013-August-4,,GoldCoin,,,,,,,,
2013-August-4,,CHNCoin,,,,,,,,
2013-August-4,,Anoncoin,,,,,,,,
2013-August-4,,Luckycoin,,,,,,,,
2013-August-4,,Franko,,,,,,,,
2013-August-4,,Bottlecaps,,,,,,,,
2013-August-4,,Argentum,,,,,,,,
2013-August-4,,Bytecoin,,,,,,,,
2013-August-4,,BitBar,,,,,,,,
2013-August-4,,CasinoCoin,,,,,,,,
2013-August-4,,Bitgem,,,,,,,,
2013-August-4,,CraftCoin,,,,,,,,
2013-August-4,,Krugercoin,,,,,,,,
2013-August-4,,AlphaCoin,,,,,,,,
2013-August-4,,Emerald Crypto,,,,,,,,
2013-August-4,,GlobalCoin,,,,,,,,
2013-August-4,,Memecoin,,,,,,,,
2013-August-4,,StableCoin,,,,,,,,
2013-August-4,,XenCoin,,,,,,,,
2013-August-4,,Noirbits,,,,,,,,
2013-August-4,,Nibble,,,,,,,,
2013-August-4,,Spots,,,,,,,,
2013-August-4,,Elacoin,,,,,,,,
2013-August-4,,Doubloons,,,,,,,,
2013-August-4,,Lebowskis,,,,,,,,
2013-August-4,,Hypercoin,,,,,,,,
2013-August-4,,Junkcoin,,,,,,,,
2013-August-4,,EZCoin,,,,,,,,
2013-August-11,1,BTCBitcoin,BTC,$1.21B$1211789250,$105.00 ,11540850 BTC,,0.11%,1.85%,-0.51%
2013-August-11,2,LTCLitecoin,LTC,$54.53M$54533789,$2.69 ,20240430 LTC,,0.17%,5.04%,-9.95%
2013-August-11,3,XRPXRP,XRP,$34.52M$34518516,$0.00 ,7817889792 XRP *,,0.12%,2.23%,-25.21%
2013-August-11,4,NMCNamecoin,NMC,$4.22M$4222475,$0.67 ,6273643 NMC,,-0.57%,3.39%,9.03%
2013-August-11,5,PPCPeercoin,PPC,$3.16M$3159446,$0.16 ,19927126 PPC,,0.26%,1.61%,-0.81%
2013-August-11,6,FTCFeathercoin,FTC,$2.00M$2001730,$0.15 ,13147650 FTC,,0.15%,1.64%,-6.72%
2013-August-11,7,NVCNovacoin,NVC,$1.80M$1799905,$5.15 ,349764 NVC,,0.36%,0.45%,-6.06%
2013-August-11,8,XPMPrimecoin,XPM,$1.35M$1351774,$0.88 ,1530619 XPM,,0.08%,3.92%,34.40%
2013-August-11,9,TRCTerracoin,TRC,$655735.09$655735,$0.18 ,3630870 TRC,,-1.02%,-0.07%,5.10%
2013-August-11,10,DVCDevcoin,DVC,$286724.52$286725,$0.00 ,5056869888 DVC,,-0.77%,1.46%,-11.08%
2013-August-11,11,DGCDigitalcoin,DGC,$212140.22$212140,$0.03 ,6846204 DGC,,0.19%,-0.08%,-14.02%
2013-August-11,12,FRCFreicoin,FRC,$158239.86$158240,$0.01 ,23917574 FRC,,0.15%,-8.31%,-3.51%
2013-August-11,13,WDCWorldCoin,WDC,$126981.80$126982,$0.01 ,15504492 WDC,,1.30%,2.38%,-3.83%
2013-August-11,14,YACYacoin,YAC,$115933.19$115933,$0.02 ,5520628 YAC,,-5.49%,-5.10%,5.83%
2013-August-11,15,MECMegacoin,MEC,$93483.78$93484,$0.01 ,15780250 MEC,,-3.40%,10.79%,-19.31%
2013-August-11,16,MNCMincoin,MNC,$87569.47$87569,$0.07 ,1250067 MNC,,4.40%,-19.41%,-25.73%
2013-August-11,17,IXCIxcoin,IXC,$85022.82$85023,$0.01 ,14698514 IXC *,,1.39%,3.85%,49.01%
2013-August-11,18,IFCInfinitecoin,IFC,$80005.13$80005,$0.00 ,70605864960 IFC,,1.18%,56.13%,37.98%
2013-August-11,19,CBXBullion,CBX,$75822.86$75823,$0.13 ,591904 CBX,,5.32%,-2.37%,24.80%
2013-August-11,20,PXCPhoenixcoin,PXC,$71820.28$71820,$0.02 ,3472800 PXC,,12.74%,20.27%,-11.97%
2013-August-11,,GoldCoin,,,,,,,,
2013-August-11,,BBQCoin,,,,,,,,
2013-August-11,,Fastcoin,,,,,,,,
2013-August-11,,CHNCoin,,,,,,,,
2013-August-11,,Luckycoin,,,,,,,,
2013-August-11,,Franko,,,,,,,,
2013-August-11,,Bytecoin,,,,,,,,
2013-August-11,,BitBar,,,,,,,,
2013-August-11,,Anoncoin,,,,,,,,
2013-August-11,,Bottlecaps,,,,,,,,
2013-August-11,,Argentum,,,,,,,,
2013-August-11,,CraftCoin,,,,,,,,
2013-August-11,,Bitgem,,,,,,,,
2013-August-11,,AlphaCoin,,,,,,,,
2013-August-11,,Krugercoin,,,,,,,,
2013-August-11,,Lebowskis,,,,,,,,
2013-August-11,,CasinoCoin,,,,,,,,
2013-August-11,,Emerald Crypto,,,,,,,,
2013-August-11,,Spots,,,,,,,,
2013-August-11,,Memecoin,,,,,,,,
2013-August-11,,XenCoin,,,,,,,,
2013-August-11,,GlobalCoin,,,,,,,,
2013-August-11,,StableCoin,,,,,,,,
2013-August-11,,Nibble,,,,,,,,
2013-August-11,,Doubloons,,,,,,,,
2013-August-11,,Hypercoin,,,,,,,,
2013-August-11,,Elacoin,,,,,,,,
2013-August-11,,EZCoin,,,,,,,,
2013-August-11,,Junkcoin,,,,,,,,
2013-August-18,1,BTCBitcoin,BTC,$1.31B$1313544013,$113.50 ,11573075 BTC,,-0.16%,0.54%,8.50%
2013-August-18,2,LTCLitecoin,LTC,$57.20M$57197937,$2.80 ,20444080 LTC,,-0.30%,-0.34%,4.84%
2013-August-18,3,XRPXRP,XRP,$43.92M$43916496,$0.01 ,7817889792 XRP *,,-2.00%,-0.88%,27.81%
2013-August-18,4,NMCNamecoin,NMC,$4.32M$4320532,$0.68 ,6344393 NMC,,-0.33%,0.39%,1.47%
2013-August-18,5,PPCPeercoin,PPC,$3.36M$3363136,$0.17 ,20021048 PPC,,0.52%,-0.41%,7.53%
2013-August-18,6,FTCFeathercoin,FTC,$2.04M$2041295,$0.15 ,13834600 FTC,,-0.42%,0.60%,-3.10%
2013-August-18,7,NVCNovacoin,NVC,$1.89M$1890229,$5.27 ,358922 NVC,,-0.22%,-0.43%,2.99%
2013-August-18,8,XPMPrimecoin,XPM,$1.36M$1362819,$0.83 ,1644834 XPM,,3.97%,-6.99%,-5.98%
2013-August-18,9,TRCTerracoin,TRC,$710540.21$710540,$0.20 ,3639690 TRC,,-0.16%,0.21%,7.89%
2013-August-18,10,IFCInfinitecoin,IFC,$385870.29$385870,$0.00 ,73139093504 IFC,,-1.24%,35.19%,350.94%
2013-August-18,11,GLCGoldCoin,GLC,$327067.37$327067,$0.01 ,25879596 GLC,,15.93%,89.61%,469.23%
2013-August-18,12,DVCDevcoin,DVC,$289562.33$289562,$0.00 ,5102419968 DVC,,-0.20%,0.54%,-0.29%
2013-August-18,13,DGCDigitalcoin,DGC,$251720.82$251721,$0.03 ,7194824 DGC,,15.03%,18.93%,13.00%
2013-August-18,14,FRCFreicoin,FRC,$197891.11$197891,$0.01 ,24453494 FRC,,-0.16%,16.94%,16.29%
2013-August-18,15,WDCWorldCoin,WDC,$132499.67$132500,$0.01 ,16442226 WDC,,-0.16%,-2.23%,-2.51%
2013-August-18,16,YACYacoin,YAC,$117999.80$118000,$0.02 ,5681125 YAC,,-0.16%,-4.14%,-3.64%
2013-August-18,17,CBXBullion,CBX,$93795.56$93796,$0.15 ,635687 CBX,,-4.57%,-14.21%,22.79%
2013-August-18,18,IXCIxcoin,IXC,$93476.22$93476,$0.01 ,14825906 IXC *,,-0.16%,9.36%,10.26%
2013-August-18,19,MECMegacoin,MEC,$93152.95$93153,$0.01 ,15780250 MEC,,0.40%,3.29%,-4.37%
2013-August-18,20,MNCMincoin,MNC,$93107.61$93108,$0.07 ,1262009 MNC,,-0.16%,-6.64%,-4.39%
2013-August-18,,Phoenixcoin,,,,,,,,
2013-August-18,,BBQCoin,,,,,,,,
2013-August-18,,Fastcoin,,,,,,,,
2013-August-18,,Franko,,,,,,,,
2013-August-18,,CHNCoin,,,,,,,,
2013-August-18,,Luckycoin,,,,,,,,
2013-August-18,,Anoncoin,,,,,,,,
2013-August-18,,XenCoin,,,,,,,,
2013-August-18,,Bytecoin,,,,,,,,
2013-August-18,,Argentum,,,,,,,,
2013-August-18,,BitBar,,,,,,,,
2013-August-18,,GlobalCoin,,,,,,,,
2013-August-18,,AlphaCoin,,,,,,,,
2013-August-18,,Krugercoin,,,,,,,,
2013-August-18,,Memecoin,,,,,,,,
2013-August-18,,CasinoCoin,,,,,,,,
2013-August-18,,NanoToken,,,,,,,,
2013-August-18,,Nibble,,,,,,,,
2013-August-18,,EZCoin,,,,,,,,
2013-August-18,,CraftCoin,,,,,,,,
2013-August-18,,Spots,,,,,,,,
2013-August-18,,StableCoin,,,,,,,,
2013-August-18,,Emerald Crypto,,,,,,,,
2013-August-18,,Hypercoin,,,,,,,,
2013-August-18,,Doubloons,,,,,,,,
2013-August-18,,Elacoin,,,,,,,,
2013-August-25,1,BTCBitcoin,BTC,$1.42B$1417199163,$122.11 ,11605825 BTC,,-0.13%,1.67%,6.85%
2013-August-25,2,LTCLitecoin,LTC,$53.58M$53577770,$2.59 ,20657380 LTC,,-0.38%,-3.29%,-7.70%
2013-August-25,3,XRPXRP,XRP,$47.72M$47719525,$0.01 ,7817889792 XRP *,,-0.13%,9.90%,5.69%
2013-August-25,4,NMCNamecoin,NMC,$3.94M$3939439,$0.61 ,6413743 NMC,,-0.63%,-0.78%,-9.96%
2013-August-25,5,PPCPeercoin,PPC,$3.53M$3531624,$0.18 ,20084320 PPC,,3.25%,4.28%,4.02%
2013-August-25,6,FTCFeathercoin,FTC,$1.89M$1885132,$0.13 ,14427900 FTC,,0.41%,-0.46%,-11.61%
2013-August-25,7,NVCNovacoin,NVC,$1.71M$1711800,$4.64 ,369099 NVC,,1.15%,-1.78%,-12.58%
2013-August-25,8,XPMPrimecoin,XPM,$1.30M$1298228,$0.74 ,1759606 XPM,,-0.29%,-5.39%,-10.34%
2013-August-25,9,TRCTerracoin,TRC,$628218.78$628219,$0.17 ,3648690 TRC,,-0.13%,-1.82%,-11.66%
2013-August-25,10,IFCInfinitecoin,IFC,$435199.15$435199,$0.00 ,74946838528 IFC,,4.64%,-2.58%,9.98%
2013-August-25,11,DVCDevcoin,DVC,$308306.94$308307,$0.00 ,5152670208 DVC,,-0.13%,1.67%,6.50%
2013-August-25,12,DGCDigitalcoin,DGC,$248936.60$248937,$0.03 ,7550124 DGC,,-0.90%,-3.16%,1.41%
2013-August-25,13,FRCFreicoin,FRC,$211349.14$211349,$0.01 ,24948742 FRC,,0.45%,0.24%,8.97%
2013-August-25,14,GLCGoldCoin,GLC,$170528.98$170529,$0.01 ,26098070 GLC,,-6.67%,-3.13%,-44.68%
2013-August-25,15,WDCWorldCoin,WDC,$114698.19$114698,$0.01 ,17404008 WDC,,3.60%,6.52%,-18.98%
2013-August-25,16,CBXBullion,CBX,$104095.81$104096,$0.15 ,681969 CBX,,-0.18%,12.59%,-1.16%
2013-August-25,17,MECMegacoin,MEC,$96327.85$96328,$0.01 ,15780250 MEC,,1.24%,-13.79%,3.06%
2013-August-25,18,YACYacoin,YAC,$94940.73$94941,$0.02 ,5980733 YAC,,-0.16%,-2.55%,-25.96%
2013-August-25,19,IXCIxcoin,IXC,$93650.62$93651,$0.01 ,15034898 IXC *,,-0.16%,-1.45%,2.26%
2013-August-25,20,ANCAnoncoin,ANC,$73233.32$73233,$0.17 ,426852 ANC,,-0.16%,79.02%,210.02%
2013-August-25,,Phoenixcoin,,,,,,,,
2013-August-25,,Quark,,,,,,,,
2013-August-25,,Fastcoin,,,,,,,,
2013-August-25,,Mincoin,,,,,,,,
2013-August-25,,BBQCoin,,,,,,,,
2013-August-25,,CHNCoin,,,,,,,,
2013-August-25,,Franko,,,,,,,,
2013-August-25,,Luckycoin,,,,,,,,
2013-August-25,,EZCoin,,,,,,,,
2013-August-25,,Memecoin,,,,,,,,
2013-August-25,,XenCoin,,,,,,,,
2013-August-25,,Doubloons,,,,,,,,
2013-August-25,,GameCoin,,,,,,,,
2013-August-25,,Bytecoin,,,,,,,,
2013-August-25,,BitBar,,,,,,,,
2013-August-25,,Argentum,,,,,,,,
2013-August-25,,AlphaCoin,,,,,,,,
2013-August-25,,CasinoCoin,,,,,,,,
2013-August-25,,GlobalCoin,,,,,,,,
2013-August-25,,NanoToken,,,,,,,,
2013-August-25,,StableCoin,,,,,,,,
2013-August-25,,Nibble,,,,,,,,
2013-August-25,,Spots,,,,,,,,
2013-August-25,,CraftCoin,,,,,,,,
2013-August-25,,Emerald Crypto,,,,,,,,
2013-August-25,,Hypercoin,,,,,,,,
2013-August-25,,Elacoin,,,,,,,,
2013-September-1,1,BTCBitcoin,BTC,$1.61B$1610215304,$138.34 ,11639550 BTC,,0.09%,1.35%,13.16%
2013-September-1,2,LTCLitecoin,LTC,$53.93M$53930595,$2.58 ,20869430 LTC,,-0.61%,-0.85%,-0.35%
2013-September-1,3,XRPXRP,XRP,$45.24M$45239802,$0.01 ,7817889792 XRP *,,0.07%,1.86%,-5.58%
2013-September-1,4,NMCNamecoin,NMC,$3.69M$3689125,$0.57 ,6488343 NMC,,-0.31%,-2.39%,-7.68%
2013-September-1,5,PPCPeercoin,PPC,$3.59M$3593392,$0.18 ,20135716 PPC,,0.94%,0.00%,3.83%
2013-September-1,6,FTCFeathercoin,FTC,$2.26M$2258187,$0.15 ,14975650 FTC,,0.16%,-2.02%,15.86%
2013-September-1,7,NVCNovacoin,NVC,$1.55M$1552776,$4.07 ,381781 NVC,,0.13%,4.97%,-12.34%
2013-September-1,8,XPMPrimecoin,XPM,$1.17M$1167916,$0.62 ,1876088 XPM,,-1.20%,10.60%,-16.79%
2013-September-1,9,TRCTerracoin,TRC,$668094.33$668094,$0.18 ,3658610 TRC,,1.63%,0.00%,4.97%
2013-September-1,10,IFCInfinitecoin,IFC,$369518.55$369519,$0.00 ,76056100864 IFC,,3.95%,5.03%,-18.58%
2013-September-1,11,DVCDevcoin,DVC,$302074.70$302075,$0.00 ,5198969856 DVC,,0.16%,8.97%,-2.06%
2013-September-1,12,FRCFreicoin,FRC,$214535.40$214535,$0.01 ,25381074 FRC,,0.09%,1.33%,-0.02%
2013-September-1,13,ANCAnoncoin,ANC,$174151.27$174151,$0.40 ,435895 ANC,,0.24%,1.62%,162.34%
2013-September-1,14,DGCDigitalcoin,DGC,$163789.00$163789,$0.02 ,7892013 DGC,,0.16%,-1.45%,-37.26%
2013-September-1,15,CBXBullion,CBX,$135838.83$135839,$0.19 ,727332 CBX,,5.19%,11.43%,22.37%
2013-September-1,16,GLCGoldCoin,GLC,$134760.72$134761,$0.01 ,26313530 GLC,,-2.35%,4.16%,-27.67%
2013-September-1,17,IXCIxcoin,IXC,$113218.36$113218,$0.01 ,15183794 IXC *,,0.24%,6.97%,19.80%
2013-September-1,18,MECMegacoin,MEC,$106957.77$106958,$0.01 ,17571624 MEC,,2.29%,0.02%,3.80%
2013-September-1,19,MNCMincoin,MNC,$91338.40$91338,$0.07 ,1291813 MNC,,0.09%,-9.20%,60.19%
2013-September-1,20,MEMMemecoin,MEM,$91218.32$91218,$0.00 ,31548150 MEM,,32.34%,93.09%,256.47%
2013-September-1,,WorldCoin,,,,,,,,
2013-September-1,,CHNCoin,,,,,,,,
2013-September-1,,Quark,,,,,,,,
2013-September-1,,Yacoin,,,,,,,,
2013-September-1,,XenCoin,,,,,,,,
2013-September-1,,Fastcoin,,,,,,,,
2013-September-1,,Phoenixcoin,,,,,,,,
2013-September-1,,BBQCoin,,,,,,,,
2013-September-1,,GameCoin,,,,,,,,
2013-September-1,,Franko,,,,,,,,
2013-September-1,,Bottlecaps,,,,,,,,
2013-September-1,,AlphaCoin,,,,,,,,
2013-September-1,,Bytecoin,,,,,,,,
2013-September-1,,EZCoin,,,,,,,,
2013-September-1,,Luckycoin,,,,,,,,
2013-September-1,,BitBar,,,,,,,,
2013-September-1,,GlobalCoin,,,,,,,,
2013-September-1,,Doubloons,,,,,,,,
2013-September-1,,Krugercoin,,,,,,,,
2013-September-1,,Argentum,,,,,,,,
2013-September-1,,Nibble,,,,,,,,
2013-September-1,,CasinoCoin,,,,,,,,
2013-September-1,,StableCoin,,,,,,,,
2013-September-1,,CraftCoin,,,,,,,,
2013-September-1,,Hypercoin,,,,,,,,
2013-September-1,,GIL,,,,,,,,
2013-September-1,,Spots,,,,,,,,
2013-September-1,,Elacoin,,,,,,,,
2013-September-1,,Emerald Crypto,,,,,,,,
2013-September-8,1,BTCBitcoin,BTC,$1.42B$1419836114,$121.66 ,11670525 BTC,,0.61%,-2.04%,-11.89%
2013-September-8,2,LTCLitecoin,LTC,$57.47M$57470296,$2.73 ,21069780 LTC,,0.62%,0.81%,5.12%
2013-September-8,3,XRPXRP,XRP,$48.34M$48338335,$0.01 ,7817889792 XRP *,,0.61%,-0.20%,8.04%
2013-September-8,4,NMCNamecoin,NMC,$3.85M$3845498,$0.59 ,6557793 NMC,,0.75%,0.69%,2.98%
2013-September-8,5,PPCPeercoin,PPC,$3.77M$3767601,$0.19 ,20240704 PPC,,-0.95%,-3.98%,4.28%
2013-September-8,6,FTCFeathercoin,FTC,$2.07M$2074464,$0.13 ,15501200 FTC,,1.53%,-2.28%,-11.60%
2013-September-8,7,NVCNovacoin,NVC,$1.40M$1398183,$3.60 ,388787 NVC,,0.36%,-3.07%,-10.22%
2013-September-8,8,XPMPrimecoin,XPM,$1.02M$1015901,$0.51 ,1988179 XPM,,3.82%,-1.88%,-4.12%
2013-September-8,9,TRCTerracoin,TRC,$602556.06$602556,$0.16 ,3696110 TRC,,4.78%,-3.53%,-10.28%
2013-September-8,10,CBXBullion,CBX,$255979.70$255980,$0.34 ,751449 CBX,,-0.14%,11.70%,78.81%
2013-September-8,11,DVCDevcoin,DVC,$242525.39$242525,$0.00 ,5245969920 DVC,,0.61%,-4.56%,-23.91%
2013-September-8,12,IFCInfinitecoin,IFC,$231032.16$231032,$0.00 ,76503580672 IFC,,2.55%,-12.88%,-35.27%
2013-September-8,13,FRCFreicoin,FRC,$174527.94$174528,$0.01 ,26082816 FRC,,0.61%,-3.79%,-20.69%
2013-September-8,14,DGCDigitalcoin,DGC,$169894.36$169894,$0.02 ,8275369 DGC,,0.50%,-3.23%,-1.49%
2013-September-8,15,MEMMemecoin,MEM,$143212.53$143213,$0.00 ,33606952 MEM,,0.21%,11.35%,95.00%
